0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 0   0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 0   0  0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 0  0 0 0    0 0  0 0 0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 0   0  0 0 0   0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0   0   0  
0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 0   0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 0   0  0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 0  0 0 0    0 0  0 0 0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 0   0  0 0 0   0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0   0   0
0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 0   0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 0   0  0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 0  0 0 0    0 0  0 0 0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 0   0  0 0 0   0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0   0   0
0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 0   0 0 30 30 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 0   0  0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 0  0 0 0    0 0  0 0 0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 0   0  0 0 0   0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0   0   0 
0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 0   0 0 2 1   3 0 0  0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 0   0  0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 0  0 0 0    0 0  0 0 0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 0   0  0 0 0   0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0   0   0  
0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 30  0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 0   0  0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 0  0 0 0    0 30 0 0 0 0 0 0   0 0 30 0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 0   0  0 0 0   0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 103 0   0  
0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 2 3   0 0 0 0   0 0 0  0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 0 0 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 0   30 0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 30 0 0 2    1 3  0 0 0 0 0 0   0 2 3  0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 0   0  0 0 102 0 0 0 0  0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0   0   0  
0 0 0 0 0  0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 0   0 0 0 0   0 0 21 0 0 0 0 0 0 0 0 0 0 0 0   0  0 0  0 0 0 0 0 0 0 0 2 3 0 0 0   0 0 0 0 0 0 0 0 0   0 0 0  0  0 0 0 0 0 0 0 2   3  0 0 0  0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 2 3  0 0 0    0 0  0 0 0 2 3 0   0 0 0  0 0 0 0 0 0 0 0 0   0 0 0  0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 0 102 0  0 2 3   0 0 0 0  0 0 21 0  0 0 0 0 0 0 0 0 0 0 0 0   0   0  
0 0 0 0 0 0 0 0 0 0 0 0 0  0 0  0 0 0 0 0 0   0 0 0 0  0 0 0   0 0 2 1   1 1 1  1 3 0 0 0 0 0 0 0 0 0 0   21 0 0  0 0 0 0 0 0 0 0 0 0 0 0 102 0 0 0 0 0 0 0 0 0   0 0 0  21 0 0 0 0 0 0 0 101 0  0 0 30 0 0 0 0 0 0 0 0 0 0   0  0   0 0 0 0 0   0 0 0  0 0 0 0 0 0   0 0 0 0 0 0 0 0  0 0 102  0 0  0 0 0 0 0 0   0 0 0  0 2 3 0 0 0 0 0 0   0 0 21 0 0   0 0 0 0 0 0  0 0 0 0 0  0 0 0 0 0  0 0 0 0 0 0 2 3   0  0 0 0   0 0 0 0  0 0 21 0  0 0 0 0 0 0 0 0 0 0 0 0   0   0  
0 0 0 0 21 0 0 0 0 0 0 0 0  0 30 0 0 0 0 0 102 0 0 0 0  0 0 0   0 0 4 5   5 5 5  5 6 0 0 0 0 0 0 0 0 0 102 21 0 0  0 0 0 2 1 3 0 0 0 0 0 2 3   0 0 0 0 0 0 0 0 101 0 0 0  21 0 0 2 1 1 1 1 1   1  1 1 1  3 0 0 0 0 0 0 0 0 0   0  21  0 0 0 0 101 0 0 30 0 0 0 0 0 102 0 0 2 1 3 0 0 0  0 2 3    0 0  0 0 0 0 0 101 0 0 0  0 0 0 0 0 0 0 0 101 0 0 21 0 30  0 0 0 0 0 30 0 0 0 0 30 0 0 0 0 30 0 0 2 3 0 0 0 0   0  0 0 0   0 0 2 3  0 0 21 0  0 0 0 0 0 0 0 0 0 0 0 0   31   0  
